"Plot Title: 10078381_PR46LVL_SUBMERGED"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 10078381, SEN S/N: 10078381)","Coupler Attached (LGR S/N: 10078381)","Host Connected (LGR S/N: 10078381)","End Of File (LGR S/N: 10078381)"
75,11.12.20 07:23:56 PM,16.141,,,
76,11.12.20 07:28:56 PM,16.046,,,
77,11.12.20 07:33:56 PM,15.951,,,
78,11.12.20 07:38:56 PM,15.951,,,
79,11.12.20 07:43:56 PM,15.951,,,
80,11.12.20 07:48:56 PM,15.951,,,
81,11.12.20 07:53:56 PM,15.951,,,
82,11.12.20 07:58:56 PM,16.046,,,
83,11.12.20 08:03:56 PM,16.046,,,
84,11.12.20 08:08:56 PM,16.141,,,
85,11.12.20 08:13:56 PM,16.332,,,
86,11.12.20 08:18:56 PM,16.141,,,
87,11.12.20 08:23:56 PM,16.046,,,
88,11.12.20 08:28:56 PM,16.046,,,
89,11.12.20 08:33:56 PM,16.046,,,
90,11.12.20 08:38:56 PM,16.046,,,
91,11.12.20 08:43:56 PM,15.951,,,
92,11.12.20 08:48:56 PM,16.046,,,
93,11.12.20 08:53:56 PM,16.141,,,
94,11.12.20 08:58:56 PM,16.237,,,
95,11.12.20 09:03:56 PM,16.332,,,
96,11.12.20 09:08:56 PM,16.237,,,
97,11.12.20 09:13:56 PM,16.141,,,
98,11.12.20 09:18:56 PM,16.046,,,
99,11.12.20 09:23:56 PM,16.141,,,
100,11.12.20 09:28:56 PM,16.237,,,
101,11.12.20 09:33:56 PM,16.237,,,
102,11.12.20 09:38:56 PM,16.237,,,
103,11.12.20 09:43:56 PM,16.237,,,
104,11.12.20 09:48:56 PM,16.332,,,
105,11.12.20 09:53:56 PM,16.332,,,
106,11.12.20 09:58:56 PM,16.141,,,
107,11.12.20 10:03:56 PM,16.046,,,
108,11.12.20 10:08:56 PM,16.046,,,
109,11.12.20 10:13:56 PM,16.237,,,
110,11.12.20 10:18:56 PM,16.237,,,
111,11.12.20 10:23:56 PM,16.237,,,
112,11.12.20 10:28:56 PM,16.332,,,
113,11.12.20 10:33:56 PM,16.427,,,
114,11.12.20 10:38:56 PM,16.427,,,
115,11.12.20 10:43:56 PM,16.141,,,
116,11.12.20 10:48:56 PM,16.141,,,
117,11.12.20 10:53:56 PM,16.141,,,
118,11.12.20 10:58:56 PM,16.141,,,
119,11.12.20 11:03:56 PM,16.141,,,
120,11.12.20 11:08:56 PM,16.046,,,
121,11.12.20 11:13:56 PM,16.141,,,
122,11.12.20 11:18:56 PM,16.046,,,
123,11.12.20 11:23:56 PM,15.951,,,
124,11.12.20 11:28:56 PM,16.046,,,
125,11.12.20 11:33:56 PM,15.951,,,
126,11.12.20 11:38:56 PM,15.951,,,
127,11.12.20 11:43:56 PM,15.855,,,
128,11.12.20 11:48:56 PM,15.855,,,
129,11.12.20 11:53:56 PM,15.760,,,
130,11.12.20 11:58:56 PM,15.760,,,
131,11.13.20 12:03:56 AM,15.760,,,
132,11.13.20 12:08:56 AM,15.760,,,
133,11.13.20 12:13:56 AM,15.664,,,
134,11.13.20 12:18:56 AM,15.569,,,
135,11.13.20 12:23:56 AM,15.569,,,
136,11.13.20 12:28:56 AM,15.473,,,
137,11.13.20 12:33:56 AM,15.569,,,
138,11.13.20 12:38:56 AM,15.664,,,
139,11.13.20 12:43:56 AM,15.664,,,
140,11.13.20 12:48:56 AM,15.569,,,
141,11.13.20 12:53:56 AM,15.378,,,
142,11.13.20 12:58:56 AM,15.378,,,
143,11.13.20 01:03:56 AM,15.282,,,
144,11.13.20 01:08:56 AM,15.378,,,
145,11.13.20 01:13:56 AM,15.282,,,
146,11.13.20 01:18:56 AM,15.282,,,
147,11.13.20 01:23:56 AM,15.282,,,
148,11.13.20 01:28:56 AM,15.187,,,
149,11.13.20 01:33:56 AM,15.187,,,
150,11.13.20 01:38:56 AM,14.996,,,
151,11.13.20 01:43:56 AM,14.996,,,
152,11.13.20 01:48:56 AM,14.900,,,
153,11.13.20 01:53:56 AM,14.900,,,
154,11.13.20 01:58:56 AM,14.900,,,
155,11.13.20 02:03:56 AM,14.900,,,
156,11.13.20 02:08:56 AM,14.900,,,
157,11.13.20 02:13:56 AM,14.900,,,
158,11.13.20 02:18:56 AM,14.804,,,
159,11.13.20 02:23:56 AM,14.804,,,
160,11.13.20 02:28:56 AM,14.804,,,
161,11.13.20 02:33:56 AM,14.804,,,
162,11.13.20 02:38:56 AM,14.709,,,
163,11.13.20 02:43:56 AM,14.709,,,
164,11.13.20 02:48:56 AM,14.709,,,
165,11.13.20 02:53:56 AM,14.709,,,
166,11.13.20 02:58:56 AM,14.709,,,
167,11.13.20 03:03:56 AM,14.709,,,
168,11.13.20 03:08:56 AM,14.709,,,
169,11.13.20 03:13:56 AM,14.613,,,
170,11.13.20 03:18:56 AM,14.613,,,
171,11.13.20 03:23:56 AM,14.613,,,
172,11.13.20 03:28:56 AM,14.517,,,
173,11.13.20 03:33:56 AM,14.517,,,
174,11.13.20 03:38:56 AM,14.517,,,
175,11.13.20 03:43:56 AM,14.517,,,
176,11.13.20 03:48:56 AM,14.517,,,
177,11.13.20 03:53:56 AM,14.517,,,
178,11.13.20 03:58:56 AM,14.517,,,
179,11.13.20 04:03:56 AM,14.421,,,
180,11.13.20 04:08:56 AM,14.421,,,
181,11.13.20 04:13:56 AM,14.421,,,
182,11.13.20 04:18:56 AM,14.421,,,
183,11.13.20 04:23:56 AM,14.421,,,
184,11.13.20 04:28:56 AM,14.325,,,
185,11.13.20 04:33:56 AM,14.325,,,
186,11.13.20 04:38:56 AM,14.325,,,
187,11.13.20 04:43:56 AM,14.325,,,
188,11.13.20 04:48:56 AM,14.325,,,
189,11.13.20 04:53:56 AM,14.325,,,
190,11.13.20 04:58:56 AM,14.325,,,
191,11.13.20 05:03:56 AM,14.325,,,
192,11.13.20 05:08:56 AM,14.325,,,
193,11.13.20 05:13:56 AM,14.421,,,
194,11.13.20 05:18:56 AM,14.421,,,
195,11.13.20 05:23:56 AM,14.325,,,
196,11.13.20 05:28:56 AM,14.325,,,
197,11.13.20 05:33:56 AM,14.421,,,
198,11.13.20 05:38:56 AM,14.421,,,
199,11.13.20 05:43:56 AM,14.421,,,
200,11.13.20 05:48:56 AM,14.421,,,
201,11.13.20 05:53:56 AM,14.421,,,
202,11.13.20 05:58:56 AM,14.421,,,
203,11.13.20 06:03:56 AM,14.421,,,
204,11.13.20 06:08:56 AM,14.421,,,
205,11.13.20 06:13:56 AM,14.421,,,
206,11.13.20 06:18:56 AM,14.325,,,
207,11.13.20 06:23:56 AM,14.421,,,
208,11.13.20 06:28:56 AM,14.421,,,
209,11.13.20 06:33:56 AM,14.421,,,
210,11.13.20 06:38:56 AM,14.421,,,
211,11.13.20 06:43:56 AM,14.421,,,
212,11.13.20 06:48:56 AM,14.517,,,
213,11.13.20 06:53:56 AM,14.517,,,
214,11.13.20 06:58:56 AM,14.804,,,
215,11.13.20 07:03:56 AM,14.996,,,
216,11.13.20 07:08:56 AM,14.900,,,
217,11.13.20 07:13:56 AM,14.996,,,
218,11.13.20 07:18:56 AM,14.996,,,
219,11.13.20 07:23:56 AM,14.900,,,
220,11.13.20 07:28:56 AM,14.996,,,
221,11.13.20 07:33:56 AM,14.996,,,
222,11.13.20 07:38:56 AM,14.996,,,
223,11.13.20 07:43:56 AM,15.187,,,
224,11.13.20 07:48:56 AM,14.996,,,
225,11.13.20 07:53:56 AM,15.091,,,
226,11.13.20 07:58:56 AM,15.282,,,
227,11.13.20 08:03:56 AM,15.282,,,
228,11.13.20 08:08:56 AM,15.378,,,
229,11.13.20 08:13:56 AM,15.569,,,
230,11.13.20 08:18:56 AM,15.473,,,
231,11.13.20 08:23:56 AM,15.378,,,
232,11.13.20 08:28:56 AM,15.378,,,
233,11.13.20 08:33:56 AM,15.282,,,
234,11.13.20 08:38:56 AM,15.378,,,
235,11.13.20 08:43:56 AM,15.282,,,
236,11.13.20 08:48:56 AM,15.282,,,
237,11.13.20 08:53:56 AM,15.378,,,
238,11.13.20 08:58:56 AM,15.378,,,
239,11.13.20 09:03:56 AM,15.473,,,
240,11.13.20 09:08:56 AM,15.473,,,
241,11.13.20 09:13:56 AM,15.473,,,
242,11.13.20 09:18:56 AM,15.664,,,
243,11.13.20 09:23:56 AM,15.664,,,
244,11.13.20 09:28:56 AM,15.760,,,
245,11.13.20 09:33:56 AM,15.664,,,
246,11.13.20 09:38:56 AM,15.664,,,
247,11.13.20 09:43:56 AM,15.569,,,
248,11.13.20 09:48:56 AM,15.473,,,
249,11.13.20 09:53:56 AM,15.378,,,
250,11.13.20 09:58:56 AM,15.378,,,
251,11.13.20 10:03:56 AM,15.378,,,
252,11.13.20 10:08:56 AM,15.378,,,
253,11.13.20 10:13:56 AM,15.378,,,
254,11.13.20 10:18:56 AM,15.378,,,
255,11.13.20 10:23:56 AM,15.378,,,
256,11.13.20 10:28:56 AM,15.378,,,
257,11.13.20 10:33:56 AM,15.378,,,
258,11.13.20 10:38:56 AM,15.378,,,
259,11.13.20 10:43:56 AM,15.187,,,
260,11.13.20 10:48:56 AM,15.378,,,
261,11.13.20 10:53:56 AM,15.473,,,
262,11.13.20 10:58:56 AM,15.473,,,
263,11.13.20 11:03:56 AM,15.569,,,
264,11.13.20 11:08:56 AM,15.473,,,
265,11.13.20 11:13:56 AM,15.569,,,
266,11.13.20 11:18:56 AM,15.378,,,
267,11.13.20 11:23:56 AM,15.282,,,
268,11.13.20 11:28:56 AM,15.282,,,
269,11.13.20 11:33:56 AM,15.282,,,
270,11.13.20 11:38:56 AM,15.282,,,
271,11.13.20 11:43:56 AM,15.282,,,
272,11.13.20 11:48:56 AM,15.282,,,
273,11.13.20 11:53:56 AM,15.282,,,
274,11.13.20 11:58:56 AM,15.282,,,
275,11.13.20 12:03:56 PM,15.282,,,
276,11.13.20 12:08:56 PM,15.187,,,
277,11.13.20 12:13:56 PM,15.187,,,
278,11.13.20 12:18:56 PM,15.282,,,
279,11.13.20 12:23:56 PM,15.378,,,
280,11.13.20 12:28:56 PM,15.473,,,
281,11.13.20 12:33:56 PM,15.569,,,
282,11.13.20 12:38:56 PM,15.569,,,
283,11.13.20 12:43:56 PM,15.473,,,
284,11.13.20 12:48:56 PM,15.473,,,
285,11.13.20 12:53:56 PM,15.378,,,
286,11.13.20 12:58:56 PM,15.378,,,
287,11.13.20 01:03:56 PM,15.378,,,
288,11.13.20 01:08:56 PM,15.282,,,
289,11.13.20 01:13:56 PM,15.282,,,
290,11.13.20 01:18:56 PM,15.282,,,
291,11.13.20 01:23:56 PM,15.378,,,
292,11.13.20 01:28:56 PM,15.282,,,
293,11.13.20 01:33:56 PM,15.282,,,
294,11.13.20 01:38:56 PM,15.282,,,
295,11.13.20 01:43:56 PM,15.378,,,
296,11.13.20 01:48:56 PM,15.378,,,
297,11.13.20 01:53:56 PM,15.378,,,
298,11.13.20 01:58:56 PM,15.378,,,
299,11.13.20 02:03:56 PM,15.378,,,
300,11.13.20 02:08:56 PM,15.282,,,
301,11.13.20 02:13:56 PM,15.378,,,
302,11.13.20 02:18:56 PM,15.378,,,
303,11.13.20 02:23:56 PM,15.378,,,
304,11.13.20 02:28:56 PM,15.282,,,
305,11.13.20 02:33:56 PM,15.378,,,
306,11.13.20 02:38:56 PM,15.473,,,
307,11.13.20 02:43:56 PM,15.473,,,
308,11.13.20 02:48:56 PM,15.378,,,
309,11.13.20 02:53:56 PM,15.378,,,
310,11.13.20 02:58:56 PM,15.282,,,
311,11.13.20 03:03:56 PM,15.282,,,
312,11.13.20 03:08:56 PM,15.282,,,
313,11.13.20 03:13:56 PM,15.282,,,
314,11.13.20 03:18:56 PM,15.282,,,
315,11.13.20 03:23:56 PM,15.282,,,
316,11.13.20 03:28:56 PM,15.282,,,
317,11.13.20 03:33:56 PM,15.282,,,
318,11.13.20 03:38:56 PM,15.282,,,
319,11.13.20 03:43:56 PM,15.187,,,
320,11.13.20 03:48:56 PM,15.378,,,
321,11.13.20 03:53:56 PM,15.378,,,
322,11.13.20 03:58:56 PM,15.378,,,
323,11.13.20 04:03:56 PM,15.378,,,
324,11.13.20 04:08:56 PM,15.282,,,
325,11.13.20 04:13:56 PM,15.282,,,
326,11.13.20 04:18:56 PM,15.378,,,
327,11.13.20 04:23:56 PM,15.378,,,
328,11.13.20 04:28:56 PM,15.378,,,
329,11.13.20 04:33:56 PM,15.378,,,
330,11.13.20 04:38:56 PM,15.378,,,
331,11.13.20 04:43:56 PM,15.378,,,
332,11.13.20 04:48:56 PM,15.378,,,
333,11.13.20 04:53:56 PM,15.378,,,
334,11.13.20 04:58:56 PM,15.378,,,
335,11.13.20 05:03:56 PM,15.378,,,
336,11.13.20 05:08:56 PM,15.378,,,
337,11.13.20 05:13:56 PM,15.282,,,
338,11.13.20 05:18:56 PM,15.378,,,
339,11.13.20 05:23:56 PM,15.378,,,
340,11.13.20 05:28:56 PM,15.378,,,
341,11.13.20 05:33:56 PM,15.473,,,
342,11.13.20 05:38:56 PM,15.473,,,
343,11.13.20 05:43:56 PM,15.378,,,
344,11.13.20 05:48:56 PM,15.473,,,
345,11.13.20 05:53:56 PM,15.569,,,
346,11.13.20 05:58:56 PM,15.569,,,
347,11.13.20 06:03:56 PM,15.664,,,
348,11.13.20 06:08:56 PM,15.760,,,
349,11.13.20 06:13:56 PM,15.760,,,
350,11.13.20 06:18:56 PM,15.664,,,
351,11.13.20 06:23:56 PM,15.951,,,
352,11.13.20 06:28:56 PM,15.951,,,
353,11.13.20 06:33:56 PM,15.951,,,
354,11.13.20 06:38:56 PM,15.855,,,
355,11.13.20 06:43:56 PM,15.760,,,
356,11.13.20 06:48:56 PM,15.760,,,
357,11.13.20 06:53:56 PM,15.760,,,
358,11.13.20 06:58:56 PM,15.760,,,
359,11.13.20 07:03:56 PM,15.760,,,
360,11.13.20 07:08:56 PM,15.760,,,
361,11.13.20 07:13:56 PM,15.760,,,
362,11.13.20 07:18:56 PM,15.760,,,
363,11.13.20 07:23:56 PM,15.664,,,
364,11.13.20 07:28:56 PM,15.664,,,
365,11.13.20 07:33:56 PM,15.760,,,
366,11.13.20 07:38:56 PM,15.664,,,
367,11.13.20 07:43:56 PM,15.664,,,
368,11.13.20 07:48:56 PM,15.664,,,
369,11.13.20 07:53:56 PM,15.760,,,
370,11.13.20 07:58:56 PM,15.760,,,
371,11.13.20 08:03:56 PM,15.664,,,
372,11.13.20 08:08:56 PM,15.760,,,
373,11.13.20 08:13:56 PM,15.855,,,
374,11.13.20 08:18:56 PM,15.951,,,
375,11.13.20 08:23:56 PM,15.855,,,
376,11.13.20 08:28:56 PM,15.855,,,
377,11.13.20 08:33:56 PM,15.855,,,
378,11.13.20 08:38:56 PM,15.855,,,
379,11.13.20 08:43:56 PM,15.760,,,
380,11.13.20 08:48:56 PM,15.951,,,
381,11.13.20 08:53:56 PM,16.141,,,
382,11.13.20 08:58:56 PM,16.141,,,
383,11.13.20 09:03:56 PM,16.046,,,
384,11.13.20 09:08:56 PM,15.951,,,
385,11.13.20 09:13:56 PM,15.855,,,
386,11.13.20 09:18:56 PM,15.855,,,
387,11.13.20 09:23:56 PM,15.951,,,
388,11.13.20 09:28:56 PM,15.855,,,
389,11.13.20 09:33:56 PM,15.951,,,
390,11.13.20 09:38:56 PM,15.951,,,
391,11.13.20 09:43:56 PM,15.951,,,
392,11.13.20 09:48:56 PM,16.046,,,
393,11.13.20 09:53:56 PM,16.141,,,
394,11.13.20 09:58:56 PM,16.046,,,
395,11.13.20 10:03:56 PM,16.046,,,
396,11.13.20 10:08:56 PM,16.046,,,
397,11.13.20 10:13:56 PM,16.046,,,
398,11.13.20 10:18:56 PM,15.951,,,
399,11.13.20 10:23:56 PM,15.855,,,
400,11.13.20 10:28:56 PM,15.855,,,
401,11.13.20 10:33:56 PM,15.951,,,
402,11.13.20 10:38:56 PM,15.951,,,
403,11.13.20 10:43:56 PM,16.046,,,
404,11.13.20 10:48:56 PM,15.951,,,
405,11.13.20 10:53:56 PM,15.951,,,
406,11.13.20 10:58:56 PM,15.951,,,
407,11.13.20 11:03:56 PM,15.951,,,
408,11.13.20 11:08:56 PM,15.951,,,
409,11.13.20 11:13:56 PM,15.855,,,
410,11.13.20 11:18:56 PM,15.855,,,
411,11.13.20 11:23:56 PM,15.855,,,
412,11.13.20 11:28:56 PM,15.855,,,
413,11.13.20 11:33:56 PM,15.951,,,
414,11.13.20 11:38:56 PM,15.951,,,
415,11.13.20 11:43:56 PM,15.855,,,
416,11.13.20 11:48:56 PM,15.760,,,
417,11.13.20 11:53:56 PM,15.760,,,
418,11.13.20 11:58:56 PM,15.760,,,
419,11.14.20 12:03:56 AM,15.760,,,
420,11.14.20 12:08:56 AM,15.664,,,
421,11.14.20 12:13:56 AM,15.664,,,
422,11.14.20 12:18:56 AM,15.569,,,
423,11.14.20 12:23:56 AM,15.473,,,
424,11.14.20 12:28:56 AM,15.378,,,
425,11.14.20 12:33:56 AM,15.378,,,
426,11.14.20 12:38:56 AM,15.378,,,
427,11.14.20 12:43:56 AM,15.378,,,
428,11.14.20 12:48:56 AM,15.378,,,
429,11.14.20 12:53:56 AM,15.378,,,
430,11.14.20 12:58:56 AM,15.473,,,
431,11.14.20 01:03:56 AM,15.569,,,
432,11.14.20 01:08:56 AM,15.664,,,
433,11.14.20 01:13:56 AM,15.760,,,
434,11.14.20 01:18:56 AM,15.760,,,
435,11.14.20 01:23:56 AM,15.664,,,
436,11.14.20 01:28:56 AM,15.473,,,
437,11.14.20 01:33:56 AM,15.282,,,
438,11.14.20 01:38:56 AM,15.187,,,
439,11.14.20 01:43:56 AM,15.091,,,
440,11.14.20 01:48:56 AM,14.996,,,
441,11.14.20 01:53:56 AM,14.996,,,
442,11.14.20 01:58:56 AM,14.900,,,
443,11.14.20 02:03:56 AM,14.900,,,
444,11.14.20 02:08:56 AM,14.900,,,
445,11.14.20 02:13:56 AM,14.804,,,
446,11.14.20 02:18:56 AM,14.804,,,
447,11.14.20 02:23:56 AM,14.804,,,
448,11.14.20 02:28:56 AM,14.804,,,
449,11.14.20 02:33:56 AM,14.804,,,
450,11.14.20 02:38:56 AM,14.900,,,
451,11.14.20 02:43:56 AM,14.900,,,
452,11.14.20 02:48:56 AM,14.900,,,
453,11.14.20 02:53:56 AM,14.900,,,
454,11.14.20 02:58:56 AM,14.804,,,
455,11.14.20 03:03:56 AM,14.804,,,
456,11.14.20 03:08:56 AM,14.804,,,
457,11.14.20 03:13:56 AM,14.709,,,
458,11.14.20 03:18:56 AM,14.709,,,
459,11.14.20 03:23:56 AM,14.709,,,
460,11.14.20 03:28:56 AM,14.613,,,
461,11.14.20 03:33:56 AM,14.613,,,
462,11.14.20 03:38:56 AM,14.613,,,
463,11.14.20 03:43:56 AM,14.613,,,
464,11.14.20 03:48:56 AM,14.613,,,
465,11.14.20 03:53:56 AM,14.613,,,
466,11.14.20 03:58:56 AM,14.517,,,
467,11.14.20 04:03:56 AM,14.517,,,
468,11.14.20 04:08:56 AM,14.517,,,
469,11.14.20 04:13:56 AM,14.517,,,
470,11.14.20 04:18:56 AM,14.517,,,
471,11.14.20 04:23:56 AM,14.517,,,
472,11.14.20 04:28:56 AM,14.517,,,
473,11.14.20 04:33:56 AM,14.517,,,
474,11.14.20 04:38:56 AM,14.517,,,
475,11.14.20 04:43:56 AM,14.517,,,
476,11.14.20 04:48:56 AM,14.517,,,
477,11.14.20 04:53:56 AM,14.517,,,
478,11.14.20 04:58:56 AM,14.421,,,
479,11.14.20 05:03:56 AM,14.421,,,
480,11.14.20 05:08:56 AM,14.421,,,
481,11.14.20 05:13:56 AM,14.421,,,
482,11.14.20 05:18:56 AM,14.421,,,
483,11.14.20 05:23:56 AM,14.421,,,
484,11.14.20 05:28:56 AM,14.325,,,
485,11.14.20 05:33:56 AM,14.325,,,
486,11.14.20 05:38:56 AM,14.421,,,
487,11.14.20 05:43:56 AM,14.325,,,
488,11.14.20 05:48:56 AM,14.325,,,
489,11.14.20 05:53:56 AM,14.325,,,
490,11.14.20 05:58:56 AM,14.325,,,
491,11.14.20 06:03:56 AM,14.325,,,
492,11.14.20 06:08:56 AM,14.421,,,
493,11.14.20 06:13:56 AM,14.325,,,
494,11.14.20 06:18:56 AM,14.325,,,
495,11.14.20 06:23:56 AM,14.325,,,
496,11.14.20 06:28:56 AM,14.325,,,
497,11.14.20 06:33:56 AM,14.325,,,
498,11.14.20 06:38:56 AM,14.325,,,
499,11.14.20 06:43:56 AM,14.325,,,
500,11.14.20 06:48:56 AM,14.325,,,
501,11.14.20 06:53:56 AM,14.325,,,
502,11.14.20 06:58:56 AM,14.421,,,
503,11.14.20 07:03:56 AM,14.421,,,
504,11.14.20 07:08:56 AM,14.421,,,
505,11.14.20 07:13:56 AM,14.421,,,
506,11.14.20 07:18:56 AM,14.421,,,
507,11.14.20 07:23:56 AM,14.421,,,
508,11.14.20 07:28:56 AM,14.421,,,
509,11.14.20 07:33:56 AM,14.517,,,
510,11.14.20 07:38:56 AM,14.709,,,
511,11.14.20 07:43:56 AM,14.709,,,
512,11.14.20 07:48:56 AM,14.804,,,
513,11.14.20 07:53:56 AM,14.709,,,
514,11.14.20 07:58:56 AM,14.613,,,
515,11.14.20 08:03:56 AM,14.613,,,
516,11.14.20 08:08:56 AM,14.613,,,
517,11.14.20 08:13:56 AM,14.613,,,
518,11.14.20 08:18:56 AM,14.709,,,
519,11.14.20 08:23:56 AM,14.709,,,
520,11.14.20 08:28:56 AM,14.709,,,
521,11.14.20 08:33:56 AM,14.709,,,
522,11.14.20 08:38:56 AM,14.804,,,
523,11.14.20 08:43:56 AM,14.804,,,
524,11.14.20 08:48:56 AM,14.804,,,
525,11.14.20 08:53:56 AM,14.804,,,
526,11.14.20 08:58:56 AM,14.996,,,
527,11.14.20 09:03:56 AM,15.091,,,
528,11.14.20 09:08:56 AM,15.091,,,
529,11.14.20 09:13:56 AM,15.187,,,
530,11.14.20 09:18:56 AM,15.187,,,
531,11.14.20 09:23:56 AM,15.282,,,
532,11.14.20 09:28:56 AM,15.282,,,
533,11.14.20 09:33:56 AM,15.282,,,
534,11.14.20 09:38:56 AM,15.282,,,
535,11.14.20 09:43:56 AM,15.282,,,
536,11.14.20 09:48:56 AM,15.378,,,
537,11.14.20 09:53:56 AM,15.473,,,
538,11.14.20 09:58:56 AM,15.569,,,
539,11.14.20 10:03:56 AM,15.664,,,
540,11.14.20 10:08:56 AM,15.664,,,
541,11.14.20 10:13:56 AM,15.664,,,
542,11.14.20 10:18:56 AM,15.760,,,
543,11.14.20 10:23:56 AM,15.760,,,
544,11.14.20 10:28:56 AM,15.664,,,
545,11.14.20 10:33:56 AM,15.569,,,
546,11.14.20 10:38:56 AM,15.569,,,
547,11.14.20 10:43:56 AM,15.473,,,
548,11.14.20 10:48:56 AM,15.569,,,
549,11.14.20 10:53:56 AM,15.569,,,
550,11.14.20 10:58:56 AM,15.569,,,
551,11.14.20 11:03:56 AM,15.569,,,
552,11.14.20 11:08:56 AM,15.664,,,
553,11.14.20 11:13:56 AM,15.760,,,
554,11.14.20 11:18:56 AM,15.951,,,
555,11.14.20 11:23:56 AM,16.046,,,
556,11.14.20 11:28:56 AM,16.141,,,
557,11.14.20 11:33:56 AM,16.141,,,
558,11.14.20 11:38:56 AM,16.046,,,
559,11.14.20 11:43:56 AM,16.046,,,
560,11.14.20 11:48:56 AM,16.046,,,
561,11.14.20 11:53:56 AM,15.951,,,
562,11.14.20 11:58:56 AM,15.951,,,
563,11.14.20 12:03:56 PM,15.855,,,
564,11.14.20 12:08:56 PM,15.855,,,
565,11.14.20 12:13:56 PM,15.855,,,
566,11.14.20 12:18:56 PM,15.855,,,
567,11.14.20 12:23:56 PM,15.855,,,
568,11.14.20 12:28:56 PM,15.951,,,
569,11.14.20 12:33:56 PM,15.855,,,
570,11.14.20 12:38:56 PM,15.855,,,
571,11.14.20 12:43:56 PM,15.760,,,
572,11.14.20 12:48:56 PM,15.760,,,
